title,year,id_jp,url_allo,director,country,duration,genre,first_day,first_week,first_weekend,hebdo_rank,total_spectator,copies,rating_press,rating_public,casting,budget,lang,visa,award
goldeneye,1995,2e3fb559b6a40e34447198a46ac67be6,https://www.allocine.fr/film/fichefilm_gen_cfilm=13665.html,martin campbell,grandebretagne,7800,aventure action,186734,1105770,808922,1,3493610,481,2.8,3.6,"[""Pierce Brosnan"", ""Sean Bean"", ""Izabella Scorupco"", ""Famke Janssen""]",60000000,"[""anglais""]",88766,0
le fan,1996,2e98ae0566602b7f4a8c736cbf2b9815,https://www.allocine.fr/film/fichefilm_gen_cfilm=11009.html,tony scott,etatsunis,6600,thriller,-1,96995,-1,6,209798,162,-1,2.6,"[""Robert De Niro"", ""Wesley Snipes"", ""Ellen Barkin"", ""John Leguizamo""]",55000000,"[""anglais""]",90962,0
happy feet 2,2011,2eddaf2941ba986f0c19f9a40cad0b40,https://www.allocine.fr/film/fichefilm_gen_cfilm=140675.html,george miller,etatsunis,6300,animation,46602,168873,149585,7,630013,540,2.9,3,[],130000000,"[""anglais""]",131589,0
en direct sur edtv,1999,2f7fd56079c6d292ed1ca6a2c57e1f8e,https://www.allocine.fr/film/fichefilm_gen_cfilm=1436.html,ron howard,etatsunis,7380,comedie,-1,86057,-1,5,330688,299,3.3,2.5,"[""Matthew McConaughey"", ""Ellen DeGeneres"", ""Jenna Elfman"", ""Woody Harrelson""]",60000000,"[""anglais""]",97208,0
pirates des caraibes la fontaine de jouvence,2011,302d06e38358802223e647154ea4548e,https://www.allocine.fr/film/fichefilm_gen_cfilm=139812.html,rob marshall,etatsunis,8220,aventure action,321178,1693713,1496113,1,4755981,726,2.5,3.3,"[""Johnny Depp"", ""Penélope Cruz"", ""Geoffrey Rush"", ""Ian McShane""]",250000000,"[""anglais""]",129606,0
le magasin des suicides,2012,315307ee3855367be47e1fd091f8bffd,https://www.allocine.fr/film/fichefilm_gen_cfilm=147453.html,patrice leconte,france,5100,animation,16159,125124,107008,7,297318,240,3.1,2.4,[],11600000,"[""francais""]",123969,0
jack et julie,2011,32e1da32574d780504e775a7ab35c2eb,https://www.allocine.fr/film/fichefilm_gen_cfilm=106905.html,dennis dugan,etatsunis,5460,comedie,5681,54296,46491,12,65878,137,1.6,1.2,"[""Adam Sandler"", ""Katie Holmes"", ""Al Pacino"", ""Eugenio Derbez""]",79000000,"[""anglais""]",131912,9
arthur et la vengeance de maltazard,2009,331040dc35bde138fa154f80884090ac,https://www.allocine.fr/film/fichefilm_gen_cfilm=125317.html,luc besson,france,5640,animation,282122,1213383,1137410,1,3912389,925,3.1,1.7,"[""Freddie Highmore"", ""Penny Balfour"", ""Robert Stanton"", ""Ron Crawford""]",65000000,"[""anglais"", ""francais""]",120211,0
a tout jamais une histoire de cendrillon,1998,3348c22013efe46180b371ae1a1dc130,https://www.allocine.fr/film/fichefilm_gen_cfilm=13523.html,andy tennant,etatsunis,7260,romance,-1,129359,-1,7,288071,294,2.8,3.3,"[""Drew Barrymore"", ""Anjelica Huston"", ""Jeanne Moreau"", ""Jeroen Krabbé""]",26000000,"[""anglais""]",-1,0
le territoire des loups,2012,337cb998eb783fc0e581436339bbd85c,https://www.allocine.fr/film/fichefilm_gen_cfilm=177500.html,joe carnahan,etatsunis,7020,thriller,22588,176547,143778,8,330957,334,3.5,3.4,"[""Liam Neeson"", ""Dallas Roberts"", ""Frank Grillo"", ""Dermot Mulroney""]",34000000,"[""anglais""]",131514,0
another year,2010,33f6d84437893a493d98e83b5f00d2f4,https://www.allocine.fr/film/fichefilm_gen_cfilm=171855.html,mike leigh,grandebretagne,7740,comedie dramatique,15354,103494,67492,9,461783,151,3.9,3.3,"[""Jim Broadbent"", ""Lesley Manville"", ""Ruth Sheen"", ""Oliver Maltman""]",-1,"[""anglais""]",128018,0
real steel,2011,340b03c999372d18936b6a6476dce16f,https://www.allocine.fr/film/fichefilm_gen_cfilm=172808.html,shawn levy,etatsunis,7620,science fiction,45277,438587,319735,2,1101070,463,2.8,3.6,"[""Hugh Jackman"", ""Dakota Goyo"", ""Evangeline Lilly"", ""Anthony Mackie""]",80000000,"[""anglais""]",130834,0
la riviere sauvage,1994,34774d75873beef84f105e21b706ff46,https://www.allocine.fr/film/fichefilm_gen_cfilm=11476.html,curtis hanson,etatsunis,6480,aventure action,-1,164113,-1,5,561852,256,-1,3,"[""Meryl Streep"", ""Kevin Bacon"", ""John C. Reilly"", ""David Strathairn""]",45000000,"[""anglais""]",-1,0
lions et agneaux,2007,348f68d70eb755c9bb3d84e7926176c3,https://www.allocine.fr/film/fichefilm_gen_cfilm=122877.html,robert redford,etatsunis,5280,drame,24657,189810,162079,6,318970,390,2.7,2.5,"[""Tom Cruise"", ""Meryl Streep"", ""Robert Redford"", ""Michael Peña""]",42000000,"[""anglais""]",119001,0
contagion,2011,349c2834b9fc33a227f67f8576088c07,https://www.allocine.fr/film/fichefilm_gen_cfilm=178091.html,steven soderbergh,etatsunis,6360,aventure action,39596,394179,350066,3,686151,377,3.2,2.9,"[""Marion Cotillard"", ""Matt Damon"", ""Laurence Fishburne"", ""Jude Law""]",60000000,"[""cantonais"", ""anglais"", ""mandarin""]",131201,0
laissemoi entrer,2010,34fe703f3b9bd2e6de299d9a02b4b136,https://www.allocine.fr/film/fichefilm_gen_cfilm=141529.html,matt reeves,etatsunis,6900,horreur,8408,64832,54061,9,128152,121,3.2,3.3,"[""Kodi Smit-McPhee"", ""Chloë Grace Moretz"", ""Richard Jenkins"", ""Elias Koteas""]",40000000,"[""anglais""]",125470,0
melancholia,2011,353d9a3b3b38fdfe24f60a893694de8e,https://www.allocine.fr/film/fichefilm_gen_cfilm=173873.html,lars von trier,danemark,7800,science fiction,17984,116437,105064,9,409246,136,4.1,3.5,"[""Kirsten Dunst"", ""Charlotte Gainsbourg"", ""Alexander Skarsgård"", ""John Hurt""]",7400000,"[""anglais""]",126761,5
personnel et confidentiel,1996,354280598ce2722a41788a02b152a9c6,https://www.allocine.fr/film/fichefilm_gen_cfilm=14871.html,jon avnet,etatsunis,7740,romance,-1,107762,-1,2,407634,172,-1,3.2,"[""Robert Redford"", ""Michelle Pfeiffer"", ""Stockard Channing"", ""Joe Mantegna""]",60000000,"[""anglais""]",89987,0
le cameleon,2010,366cecd4b0c5db002f8557b8d92158c6,https://www.allocine.fr/film/fichefilm_gen_cfilm=112167.html,jeanpaul salome,france,6360,thriller,2962,26908,17841,15,38804,84,2.7,2.3,"[""Marc-André Grondin"", ""Famke Janssen"", ""Ellen Barkin"", ""Nick Stahl""]",-1,"[""anglais"", ""francais""]",120515,0
portrait de femme,1996,3673eaf32eca8acfd01a634676192c33,https://www.allocine.fr/film/fichefilm_gen_cfilm=15978.html,jane campion,australie,9180,drame,-1,94289,-1,6,184759,174,-1,3.3,"[""Nicole Kidman"", ""John Malkovich"", ""Shelley Duvall"", ""Martin Donovan""]",-1,"[""anglais""]",91193,0
sucker punch,2011,3772622493bce1beaf18ad02a5f4d55b,https://www.allocine.fr/film/fichefilm_gen_cfilm=126882.html,zack snyder,etatsunis,6600,fantasy,52913,300243,-1,2,572491,633,3,3.2,"[""Emily Browning"", ""Abbie Cornish"", ""Jena Malone"", ""Vanessa Hudgens""]",82000000,"[""anglais""]",129165,0
la verite si je mens,1997,37f728384db8a5b0886298f151c6086e,https://www.allocine.fr/film/fichefilm_gen_cfilm=12644.html,thomas gilou,france,6000,comedie,72443,542034,458953,1,4921478,244,3,3.1,"[""Richard Anconina"", ""Vincent Elbaz"", ""Bruno Solo"", ""José Garcia""]",-1,"[""francais""]",87500,1
deux filles daujourdhui,1997,3834722aeeab54b8affa510f5d6f9ea0,https://www.allocine.fr/film/fichefilm_gen_cfilm=10441.html,mike leigh,grandebretagne,5220,comedie,-1,59496,-1,6,186187,106,-1,3.3,"[""Katrin Cartlidge"", ""Lynda Steadman"", ""Kate Byers"", ""Mark Benton""]",-1,"[""anglais""]",-1,0
le fils prefere,1994,388d9a089733c04a1cba06823571c7cd,https://www.allocine.fr/film/fichefilm_gen_cfilm=11155.html,nicole garcia,france,6600,drame,-1,100815,-1,6,767064,87,-1,2.9,"[""Gérard Lanvin"", ""Bernard Giraudeau"", ""Jean-Marc Barr"", ""Roberto Herlitzka""]",-1,"[""francais""]",82745,1
lappat,1995,38e5fa0ac9ed560c97b105929bcb6a48,https://www.allocine.fr/film/fichefilm_gen_cfilm=11732.html,bertrand tavernier,france,6900,drame,-1,199953,-1,4,767825,200,-1,3.3,"[""Marie Gillain"", ""Olivier Sitruk"", ""Bruno Putzulu"", ""Richard Berry""]",5350000,"[""francais""]",84932,1
grosse fatigue,1994,38ed203b5a1018c29cd74a56777ed1ad,https://www.allocine.fr/film/fichefilm_gen_cfilm=10076.html,michel blanc,france,5220,comedie,-1,417021,-1,2,2015230,189,-1,2.7,"[""Michel Blanc"", ""Philippe Noiret"", ""Marie-Anne Chazel"", ""Charlotte Gainsbourg""]",-1,"[""francais""]",82266,1
shutter island,2010,38f8bf1e92d3b4453266db9fba0a1c4d,https://www.allocine.fr/film/fichefilm_gen_cfilm=132039.html,martin scorsese,etatsunis,8280,thriller,180893,1073540,905561,1,3113153,500,3.8,4.4,"[""Leonardo DiCaprio"", ""Mark Ruffalo"", ""Ben Kingsley"", ""Michelle Williams""]",80000000,"[""anglais"", ""allemand""]",124145,0
lust caution,2007,39bacda1f97d274e95370523e8442199,https://www.allocine.fr/film/fichefilm_gen_cfilm=111822.html,ang lee,chine,9360,romance,13150,92291,76070,7,193868,153,3.4,3.6,"[""Mark Windows"", ""Lee-Hom Wang"", ""Anupam Kher"", ""Yuen Johnson""]",-1,"[""cantonais"", ""anglais"", ""japonais"", ""mandarin""]",119352,2
green zone,2010,3a3e5b31396cd945fd18520e5cf4530c,https://www.allocine.fr/film/fichefilm_gen_cfilm=129054.html,paul greengrass,etatsunis,6960,thriller,64156,345040,280246,5,756745,421,3.8,3.6,"[""Matt Damon"", ""Amy Ryan"", ""Greg Kinnear"", ""Jason Isaacs""]",100000000,"[""anglais""]",125272,0
audela,2010,3a89174ba79f8e02eba26004d57b09b3,https://www.allocine.fr/film/fichefilm_gen_cfilm=140633.html,clint eastwood,etatsunis,7740,thriller,91171,776428,650176,1,1905487,446,2.7,2.6,"[""Matt Damon"", ""Cécile de France"", ""Thierry Neuvic"", ""George McLaren""]",50000000,"[""anglais"", ""francais""]",128463,0
disco,2008,3ab5e1ad5d9b05a52f7a5804ada7b4c8,https://www.allocine.fr/film/fichefilm_gen_cfilm=112170.html,fabien onteniente,france,6420,comedie,210456,1150993,903001,1,2435015,824,2,1.5,"[""Franck Dubosc"", ""Emmanuelle Béart"", ""Gérard Depardieu"", ""Samuel Le Bihan""]",10000000,"[""francais""]",117529,0
une nuit en enfer,1996,3ac212fdd8d038d1ed5f2e86455d7441,https://www.allocine.fr/film/fichefilm_gen_cfilm=15002.html,robert rodriguez,etatsunis,6420,fantasy,-1,368172,-1,2,677411,228,2,3.8,"[""George Clooney"", ""Quentin Tarantino"", ""Harvey Keitel"", ""Juliette Lewis""]",20000000,"[""anglais""]",90146,0
looking for eric,2009,3bde2f4740d09f55f115632edbdf3f0a,https://www.allocine.fr/film/fichefilm_gen_cfilm=136219.html,ken loach,grandebretagne,7140,comedie,18909,170003,129677,7,504647,339,4.2,3.7,"[""Eric Cantona"", ""Steve Evets"", ""Stephanie Bishop"", ""John Henshaw""]",4000000,"[""anglais"", ""francais""]",-1,2
ma vie pour la tienne,2009,3c5997218d3ac4f18979960d7665b881,https://www.allocine.fr/film/fichefilm_gen_cfilm=130304.html,nick cassavetes,etatsunis,6360,drame,5762,60907,41606,11,96752,135,2.1,4,"[""Abigail Breslin"", ""Sofia Vassilieva"", ""Cameron Diaz"", ""Jason Patric""]",-1,"[""anglais""]",124002,0
les promesses de lombre,2007,3c7cc9d0406b1bb275cd2dd2d070dddb,https://www.allocine.fr/film/fichefilm_gen_cfilm=110222.html,david cronenberg,etatsunis,6000,thriller,37083,309843,262514,1,801652,256,4.2,4,"[""Viggo Mortensen"", ""Naomi Watts"", ""Vincent Cassel"", ""Armin Mueller-Stahl""]",25000000,"[""anglais"", ""russe"", ""turc"", ""ourdou""]",119150,1
un prophete,2009,3cd549ac1af7538f892a2303fbf9e8bf,https://www.allocine.fr/film/fichefilm_gen_cfilm=110268.html,jacques audiard,france,8940,drame,57013,333422,267963,5,1309269,294,4.6,4.2,"[""Tahar Rahim"", ""Niels Arestrup"", ""Adel Bencherif"", ""Reda Kateb""]",12000000,"[""arabic"", ""francais""]",110809,18
cowboys envahisseurs,2011,3e2a30f09c5cc151ee3911e74fd3fd1b,https://www.allocine.fr/film/fichefilm_gen_cfilm=137425.html,jon favreau,etatsunis,7020,science fiction,95804,453467,371964,2,893929,480,2.5,2.5,"[""Harrison Ford"", ""Daniel Craig"", ""Olivia Wilde"", ""Paul Dano""]",163000000,"[""anglais""]",130481,0
wonder woman,2017,3e5b3035c077e26d53d5c3aad998b47a,https://www.allocine.fr/film/fichefilm_gen_cfilm=173720.html,patty jenkins,etatsunis,8460,comicbook,157337,755369,642786,1,2165068,656,3.1,3.7,"[""Gal Gadot"", ""Chris Pine"", ""Connie Nielsen"", ""Robin Wright""]",-1,"[""anglais""]",146745,0
benjamin gates et le livre des secrets,2007,3e6d2d7ae453ba0144040fe455b3a619,https://www.allocine.fr/film/fichefilm_gen_cfilm=115682.html,jon turteltaub,etatsunis,7440,aventure action,119620,826848,672780,2,1989237,625,2.4,3,"[""Nicolas Cage"", ""Diane Kruger"", ""Jon Voight"", ""Ed Harris""]",130000000,"[""anglais"", ""francais""]",-1,0
mort ou vif,1995,3f40200bde662e5e55fec73f81841a64,https://www.allocine.fr/film/fichefilm_gen_cfilm=12695.html,sam raimi,etatsunis,6480,western,-1,388852,-1,1,693834,249,2.2,3.1,"[""Sharon Stone"", ""Leonardo DiCaprio"", ""Gene Hackman"", ""Russell Crowe""]",32000000,"[""anglais""]",87723,0
cher john,2010,3faaf4e276df83855e490ed260e2878a,https://www.allocine.fr/film/fichefilm_gen_cfilm=127381.html,lasse hallstrom,etatsunis,6300,romance,10957,78863,-1,11,109441,243,3.5,3.5,"[""Channing Tatum"", ""Amanda Seyfried"", ""Richard Jenkins"", ""Henry Thomas""]",25000000,"[""anglais""]",125809,0
litalien,2010,402150b260e0a49fc392fdfb76c73465,https://www.allocine.fr/film/fichefilm_gen_cfilm=146711.html,olivier baroux,france,6120,comedie,96614,358409,301032,4,1111246,439,3.1,2.2,"[""Kad Merad"", ""Valérie Benguigui"", ""Roland Giraud"", ""Guillaume Gallienne""]",-1,"[""francais""]",112613,0
fred,1997,40a55981f9d7184f94441ff697e9ade3,https://www.allocine.fr/film/fichefilm_gen_cfilm=14477.html,pierre jolivet,france,5100,thriller,-1,47542,-1,10,174565,76,-1,3.1,"[""Vincent Lindon"", ""Clotilde Courau"", ""François Berléand"", ""Stéphane Jobert""]",-1,"[""francais""]",90399,0
riddick,2013,410b2c333beec31a97d5f945cd7a5433,https://www.allocine.fr/film/fichefilm_gen_cfilm=178185.html,david twohy,etatsunis,7140,science fiction,41012,254478,213849,2,512787,368,2.6,2.8,"[""Vin Diesel"", ""Karl Urban"", ""Katee Sackhoff"", ""Jordi Mollà""]",-1,"[""anglais""]",132904,0
mon pote,2010,4159bbec440f842d23b7b54730adf6f2,https://www.allocine.fr/film/fichefilm_gen_cfilm=176562.html,marc esposito,france,6300,comedie dramatique,13584,103987,83481,8,144233,297,2.4,3.4,"[""Edouard Baer"", ""Benoît Magimel"", ""Atmen Kélif"", ""Léonie Simaga""]",-1,"[""francais""]",122689,0
good morning england,2009,4180788ecd51b8121db93427cf790d89,https://www.allocine.fr/film/fichefilm_gen_cfilm=134316.html,richard curtis,grandebretagne,8100,comedie,15481,182517,150539,6,868531,291,3.7,4.2,"[""Tom Sturridge"", ""Philip Seymour Hoffman"", ""Rhys Ifans"", ""Bill Nighy""]",-1,"[""anglais""]",121880,0
le hobbit un voyage inattendu,2012,420ceca940ce24b5733088ca255fa8ee,https://www.allocine.fr/film/fichefilm_gen_cfilm=119089.html,peter jackson,etatsunis,9900,fantasy,251817,1434119,1217193,1,4505525,958,3.2,4.2,"[""Ian McKellen"", ""Martin Freeman"", ""Richard Armitage"", ""Ken Stott""]",180000000,"[""anglais""]",135469,0
de leau pour les elephants,2011,4295771e701d3906586cb610d609cedd,https://www.allocine.fr/film/fichefilm_gen_cfilm=129955.html,francis lawrence,etatsunis,6900,drame,52335,289166,241499,3,661891,438,2.8,3.8,"[""Reese Witherspoon"", ""Robert Pattinson"", ""Christoph Waltz"", ""Paul Schneider""]",38000000,"[""anglais""]",129001,0
crash,1996,42ddb034e0026b77680ceca4a5ca1234,https://www.allocine.fr/film/fichefilm_gen_cfilm=15119.html,david cronenberg,canada,6000,drame,-1,189566,-1,1,585375,236,3.6,2.9,"[""James Spader"", ""Holly Hunter"", ""Rosanna Arquette"", ""Deborah Kara Unger""]",9000000,"[""anglais""]",90459,0
psycho,1998,430902e205aeaf3e9c07663d1cd158c3,https://www.allocine.fr/film/fichefilm_gen_cfilm=15068.html,gus van sant,etatsunis,6240,horreur,-1,71424,-1,10,114542,147,2.9,2.3,"[""Vince Vaughn"", ""Anne Heche"", ""Viggo Mortensen"", ""William H. Macy""]",20000000,"[""anglais""]",-1,0
la souris,1997,4469b5ddc99fa60e13669654540b3f38,https://www.allocine.fr/film/fichefilm_gen_cfilm=16498.html,gore verbinski,etatsunis,5940,film familial,-1,306041,-1,6,811978,425,-1,3,"[""Nathan Lane"", ""Lee Evans"", ""Vicki Lewis"", ""Maury Chaykin""]",38000000,"[""anglais""]",93916,0
un balcon sur la mer,2010,454924d2d4de5d051f203025b73368d6,https://www.allocine.fr/film/fichefilm_gen_cfilm=145167.html,nicole garcia,france,6300,drame,42841,287247,221242,6,1047647,308,3.3,2.5,"[""Jean Dujardin"", ""Marie-Josée Croze"", ""Sandrine Kiberlain"", ""Toni Servillo""]",-1,"[""francais""]",119047,1
dune vie a lautre,1998,462fbf1e91cd00c56fb3005788f233d7,https://www.allocine.fr/film/fichefilm_gen_cfilm=16030.html,richard lagravenese,etatsunis,6000,drame,-1,31755,-1,15,40014,89,3.6,2.3,"[""Danny DeVito"", ""Queen Latifah"", ""Richard Schiff"", ""Martin Donavan""]",12000000,"[""anglais""]",96088,0
a la croisee des mondes la boussole dor,2007,465a08632a39fbcd9b8c04f84ff3723f,https://www.allocine.fr/film/fichefilm_gen_cfilm=112381.html,chris weitz,etatsunis,7200,fantasy,96718,769581,703926,1,3001796,767,2.6,2.8,"[""Nicole Kidman"", ""Daniel Craig"", ""Dakota Blue Richards"", ""Sam Elliott""]",190000000,"[""anglais"", ""francais"", ""islandais"", ""russe""]",-1,2
minuit dans le jardin du bien et du mal,1997,474d4c7e46d97469e7ffae5f8ab95a80,https://www.allocine.fr/film/fichefilm_gen_cfilm=16351.html,clint eastwood,etatsunis,9300,thriller,-1,158693,-1,7,466648,196,4.8,3.5,"[""James Gandolfini"", ""John Cusack"", ""Kevin Spacey"", ""Jack Thompson""]",30000000,"[""anglais""]",93744,0
boogie nights,1997,479f2adb07b335d6fda3fddad2664b59,https://www.allocine.fr/film/fichefilm_gen_cfilm=16382.html,paul thomas anderson,etatsunis,9180,drame,-1,73788,-1,8,161124,127,3.5,3.8,"[""Mark Wahlberg"", ""Burt Reynolds"", ""Julianne Moore"", ""Luis Guzmán""]",15000000,"[""anglais""]",-1,1
les marches du pouvoir,2011,47c24384a9984d99e31d025697b0e83f,https://www.allocine.fr/film/fichefilm_gen_cfilm=131737.html,george clooney,etatsunis,6120,drame,36522,282054,198864,7,502866,229,3.3,3.5,"[""Ryan Gosling"", ""George Clooney"", ""Philip Seymour Hoffman"", ""Paul Giamatti""]",-1,"[""anglais""]",131252,0
hors de prix,2006,487b6121ccc94c8a0c8d0ee6e98586d5,https://www.allocine.fr/film/fichefilm_gen_cfilm=108526.html,pierre salvadori,france,6180,comedie,69871,527454,429001,2,2153956,443,3.4,2.8,"[""Audrey Tautou"", ""Gad Elmaleh"", ""Marie-Christine Adam"", ""Vernon Dobtcheff""]",11700000,"[""francais""]",111453,3
desaccord parfait,2006,490325cf2270821cb98305575664e9d0,https://www.allocine.fr/film/fichefilm_gen_cfilm=109203.html,antoine de caunes,france,5460,romance,21950,191986,158736,5,370035,331,2.8,1.8,"[""Charlotte Rampling"", ""Jean Rochefort"", ""Isabelle Nanty"", ""Damian McCann""]",7990000,"[""anglais"", ""francais""]",112498,0
un air de famille,1996,495a235a7c2fa001271d926dda10136f,https://www.allocine.fr/film/fichefilm_gen_cfilm=15282.html,cedric klapisch,france,6600,comedie,-1,334011,-1,3,2442289,229,3,4,"[""Jean-Pierre Bacri"", ""Jean-Pierre Darroussin"", ""Catherine Frot"", ""Agnès Jaoui""]",3810000,"[""francais""]",87955,4
the grandmaster,2013,496727abfb3a7acee47bc609f98f53b2,https://www.allocine.fr/film/fichefilm_gen_cfilm=146716.html,wong karwai,chine,7320,aventure action,19053,168364,134845,6,343177,266,3.6,3.3,"[""Tony Leung Chiu-Wai"", ""Ziyi Zhang"", ""Chen Chang"", ""Woo-Ping Yuen""]",-1,"[""cantonais"", ""japonais"", ""mandarin""]",136261,0
beaute volee,1996,49e1683e25461e801a465137e1bd6aa9,https://www.allocine.fr/film/fichefilm_gen_cfilm=14664.html,bernardo bertolucci,italie,6900,drame,-1,87547,-1,6,184721,196,-1,2.8,"[""Liv Tyler"", ""Sinéad Cusack"", ""Jeremy Irons"", ""Jean Marais""]",-1,"[""anglais"", ""francais"", ""allemand"", ""italien"", ""espagnol""]",88132,0
safari,2009,4a4303d6d4a51415307ed438c2dd6251,https://www.allocine.fr/film/fichefilm_gen_cfilm=132960.html,olivier baroux,france,6360,comedie,86311,619214,492167,1,1964527,558,2.6,1.6,"[""Kad Merad"", ""Lionel Abelanski"", ""Valérie Benguigui"", ""Frédérique Bel""]",15600000,"[""francais""]",119338,0
xmen le commencement,2011,4a8f471808482fcade54de7fb898e5f2,https://www.allocine.fr/film/fichefilm_gen_cfilm=140894.html,matthew vaughn,etatsunis,7800,comicbook,150541,937704,807201,1,2096575,687,3.6,4,"[""James McAvoy"", ""Michael Fassbender"", ""Jennifer Lawrence"", ""Kevin Bacon""]",160000000,"[""anglais"", ""francais"", ""allemand"", ""russe"", ""espagnol""]",129869,0
les grands ducs,1996,4acd4557a7664f45c6e7d98cf041e383,https://www.allocine.fr/film/fichefilm_gen_cfilm=14060.html,patrice leconte,france,5100,comedie,-1,199727,-1,8,500690,219,-1,2.8,"[""Philippe Noiret"", ""Jean-Pierre Marielle"", ""Jean Rochefort"", ""Catherine Jacob""]",-1,"[""francais""]",87867,0
heroines,1997,4ad1ee25733954bf8f3a443dcfe8a83b,https://www.allocine.fr/film/fichefilm_gen_cfilm=10536.html,gerard krawczyk,france,6660,drame,-1,42152,-1,8,59956,180,-1,2.6,"[""Virginie Ledoyen"", ""Maidi Roth"", ""Edouard Baer"", ""Marie Laforêt""]",-1,"[""francais""]",86744,0
la rancon,1996,4b69afbccd95657642de66b820ce4095,https://www.allocine.fr/film/fichefilm_gen_cfilm=15523.html,ron howard,etatsunis,7080,aventure action,94496,682241,568912,1,2193932,450,-1,3,"[""Mel Gibson"", ""Rene Russo"", ""Gary Sinise"", ""Liev Schreiber""]",80000000,"[""anglais""]",91372,0
